Time,Team1,Team2,Score1,Score2,P_TrueSkill(team1 wins),P_ELO(team1 wins)
5/7/2025 20:20:00,Extra Virgin Olive Oil,Snowmosexuals,2,2,0.47698387124705044,0.5778354803451982
5/7/2025 20:20:00,Hoedrangeas,Pop-Off-y Seeds,2,1,0.5038798137037512,0.4727631410550478
5/7/2025 20:40:00,Citrus Got Real,Carrot Tops,3,2,0.522302951719443,0.5402910085740135
5/7/2025 20:40:00,Pink Peony Club,Lavender Menaces,2,0,0.48173699228632716,0.5355307408964807
5/11/2025 16:35:00,Aphrodisiacs,Serving Cunt(ress),8,0,0.4418452653266212,0.5754357131213131
5/11/2025 16:35:00,Gaydes,DioNasties,5,1,0.5299452071019677,0.5005410108557138
5/11/2025 16:55:00,Aphrodisiacs,Thunder Cunts,3,4,0.4367571036112186,0.192977897301216
5/11/2025 16:55:00,DioNasties,ur mom,4,1,0.46252222361475404,0.3610597187738817
5/11/2025 17:15:00,Serving Cunt(ress),Gaydes,2,6,0.48611775983548505,0.19038173244996753
5/11/2025 17:15:00,Thunder Cunts,ur mom,5,2,0.5129385979444734,0.7683992057794673
5/14/2025 19:00:00,Citrus Got Real,Pink Peony Club,1,2,0.5100820446995749,0.45598955681416536
5/14/2025 19:00:00,Hoedrangeas,Lavender Menaces,2,3,0.4670562533733893,0.5103536347221019
5/14/2025 19:20:00,Extra Virgin Olive Oil,Pop-Off-y Seeds,2,3,0.49867585988410895,0.657747959054437
5/14/2025 19:20:00,Winner Mintality,Dandy Lions,2,2,0.49079701046616014,0.5746124751209506
5/14/2025 19:40:00,Carrot Tops,Extra Virgin Olive Oil,2,3,0.5027237250855207,0.3736621146080449
5/14/2025 19:40:00,Pink Peony Club,Hoedrangeas,4,0,0.5281045468214007,0.6604458417243585
5/14/2025 20:00:00,Lavender Menaces,The Garden Hoes,4,1,0.5302483893510191,0.38915970871196015
5/14/2025 20:00:00,U-Haul Red-y,Snowmosexuals,4,1,0.5344939504105883,0.4760063149956445
5/14/2025 20:20:00,Dandy Lions,Carrot Tops,2,2,0.5647663369218561,0.658166265742711
5/14/2025 20:20:00,Pop-Off-y Seeds,Citrus Got Real,3,1,0.482816017855947,0.47008678955268246
5/14/2025 20:40:00,The Garden Hoes,U-Haul Red-y,1,4,0.4810139370829416,0.4645309014890956
5/14/2025 20:40:00,Winner Mintality,Snowmosexuals,2,2,0.5339088790065705,0.6514020037005032
5/18/2025 16:35:00,DioNasties,Serving Cunt(ress),2,5,0.48859646188515016,0.813117226387031
5/18/2025 16:35:00,ur mom,Aphrodisiacs,2,5,0.6008618808648681,0.5729987828373792
5/18/2025 16:55:00,Gaydes,Aphrodisiacs,4,2,0.5919998049699592,0.6246528665543878
5/18/2025 16:55:00,Thunder Cunts,DioNasties,4,2,0.5500928910109238,0.8406654275516997
5/18/2025 17:15:00,Gaydes,Thunder Cunts,5,2,0.48034072856280297,0.28592250195472546
5/18/2025 17:15:00,Serving Cunt(ress),ur mom,4,4,0.47423078493561227,0.36727506007511956
5/21/2025 19:00:00,Carrot Tops,Snowmosexuals,1,4,0.4848078671015957,0.4079033039612843
5/21/2025 19:00:00,Extra Virgin Olive Oil,Lavender Menaces,2,1,0.45130438036961185,0.5707911511311122
5/21/2025 19:20:00,Citrus Got Real,The Garden Hoes,6,0,0.5103629292776388,0.4618940181160492
5/21/2025 19:20:00,Dandy Lions,Pink Peony Club,4,0,0.5004650153794699,0.45527900313861
5/21/2025 19:40:00,Snowmosexuals,Pop-Off-y Seeds,5,0,0.501695472965903,0.543263442529532
5/21/2025 19:40:00,U-Haul Red-y,Hoedrangeas,4,1,0.5424563624566644,0.6897331569302875
5/21/2025 20:00:00,Pink Peony Club,Extra Virgin Olive Oil,0,4,0.5207969539937244,0.4485116994926089
5/21/2025 20:00:00,Winner Mintality,Carrot Tops,4,0,0.5274768871351592,0.7411928850036166
5/21/2025 20:20:00,Lavender Menaces,Citrus Got Real,0,6,0.5182001333248962,0.4822351644086994
5/21/2025 20:20:00,Pop-Off-y Seeds,Dandy Lions,0,6,0.4894928448843539,0.3342961936847588
5/21/2025 20:40:00,The Garden Hoes,Hoedrangeas,2,2,0.5241933818008546,0.5531062193801053
5/21/2025 20:40:00,Winner Mintality,U-Haul Red-y,3,2,0.48927808232967773,0.5347999362849333
6/1/2025 16:35:00,Aphrodisiacs,DioNasties,0,5,0.4351767755585498,0.5331940338887075
6/1/2025 16:35:00,Thunder Cunts,Serving Cunt(ress),7,0,0.5315086205896646,0.8747959689386582
6/1/2025 16:55:00,DioNasties,Gaydes,3,2,0.466727498478095,0.2485141869758418
6/1/2025 16:55:00,ur mom,Thunder Cunts,3,3,0.47679923944179936,0.17904558222860845
6/1/2025 17:15:00,Gaydes,ur mom,1,5,0.48235920899032897,0.7546659182551095
6/1/2025 17:15:00,Serving Cunt(ress),Aphrodisiacs,5,0,0.58429173883827,0.3874252646512602
6/8/2025 16:35:00,DioNasties,Thunder Cunts,3,5,0.4721953871749244,0.2878813337002397
6/8/2025 16:35:00,ur mom,Serving Cunt(ress),6,1,0.5155536378562598,0.6753849690667356
6/8/2025 16:55:00,DioNasties,ur mom,1,5,0.4778457656935463,0.43043768812961897
6/8/2025 16:55:00,Gaydes,Aphrodisiacs,7,0,0.5816551675012052,0.7838206980689654
6/8/2025 17:15:00,Serving Cunt(ress),Gaydes,0,9,0.5021741839261797,0.2034143165525898
6/8/2025 17:15:00,Thunder Cunts,Aphrodisiacs,5,1,0.6136538564641562,0.8982169981196639
7/12/2025 8:55:00,Gridlock Boston,Empire Boston,1,6,0.48054902740806343,0.24528398502518778
7/12/2025 9:20:00,Empire Boston,Big Apple Bottoms,6,0,0.5237073609937729,0.5858648406194408
7/12/2025 10:35:00,Big Apple Bottoms,Gridlock Boston,2,4,0.4965674566704654,0.7178914268351636
7/12/2025 12:25:00,Empire Boston,Subway Surfers,3,1,0.5235058575366784,0.7037066577294454
7/20/2025 15:30:00,Drill,Tool Belt,2,3,0.4998008369170188,0.5849509281033816
7/20/2025 15:30:00,Stud Finder,Loose Screw,3,1,0.5346662620945561,0.5141704916265549
7/20/2025 15:50:00,Loose Screw,Drill,2,3,0.4954208151348317,0.43989137765503195
7/20/2025 15:50:00,Stud Finder,Tool Belt,3,2,0.5067811305073047,0.5521083746648228
7/20/2025 16:10:00,Drill,Stud Finder,3,1,0.4726451084841497,0.4687805612441104
7/20/2025 16:10:00,Tool Belt,Loose Screw,3,2,0.5295328130058425,0.5405771476363022
7/23/2025 19:00:00,GayTorade,Dark Roast Doms,0,4,0.5300058669476297,0.5047359885323415
7/23/2025 19:00:00,The Bloody Marys,Cinnamint Toast Munch,1,2,0.48344523430818914,0.6740182992682235
7/23/2025 19:20:00,Green Eggs and Sam,Jolly Green Gays,2,3,0.495765434616806,0.675952615238215
7/23/2025 19:20:00,Purple P***y Eaters,Ferociously Fruity Pebbles,2,2,0.5242283779412914,0.5382800854159371
7/23/2025 19:40:00,Cinnamint Toast Munch,Yolked & Choked,0,4,0.5101549189864589,0.552102896172805
7/23/2025 19:40:00,Dark Roast Doms,Captain Munch,3,1,0.4798133369868034,0.5889812151300295
7/23/2025 20:00:00,Ferociously Fruity Pebbles,The Bloody Marys,0,4,0.49354044051287027,0.36095174093922683
7/23/2025 20:00:00,GayTorade,Purple P***y Eaters,1,3,0.5223433421358741,0.44649176566939774
7/23/2025 20:20:00,Captain Munch,Jolly Green Gays,3,1,0.4812810397506,0.5066412980466067
7/23/2025 20:20:00,Yolked & Choked,Green Eggs and Sam,3,1,0.5046751711250855,0.4794522846203434
7/27/2025 15:30:00,Loose Screw,Tool Belt,2,4,0.4519157536783087,0.42086163993698567
7/27/2025 15:30:00,Stud Finder,Drill,3,2,0.52760101585661,0.4479547053042658
7/27/2025 15:50:00,Drill,Loose Screw,0,5,0.5281763167842654,0.6684310230979236
7/27/2025 15:50:00,Tool Belt,Stud Finder,3,2,0.4761447783484387,0.46272613005594404
7/27/2025 16:10:00,Loose Screw,Stud Finder,0,5,0.4353156727057915,0.41686887740066964
7/27/2025 16:10:00,Tool Belt,Drill,1,4,0.5348547691539085,0.580927506652443
7/30/2025 19:00:00,Cinnamint Toast Munch,Green Eggs and Sam,4,0,0.5139080817320865,0.46044989210396564
7/30/2025 19:00:00,GayTorade,Yolked & Choked,1,2,0.5155508999380272,0.36414914809211074
7/30/2025 19:20:00,Dark Roast Doms,The Bloody Marys,0,3,0.49519441239437756,0.4373464493697443
7/30/2025 19:20:00,Purple P***y Eaters,Captain Munch,0,5,0.48362482563172665,0.5649420248929041
7/30/2025 19:40:00,Jolly Green Gays,Cinnamint Toast Munch,0,5,0.513394486588599,0.37374801223138016
7/30/2025 19:40:00,Yolked & Choked,Ferociously Fruity Pebbles,3,0,0.5174140793889199,0.6380398856109236
7/30/2025 20:00:00,Captain Munch,Green Eggs and Sam,4,1,0.5117414611857531,0.5906493653773016
7/30/2025 20:00:00,The Bloody Marys,GayTorade,0,3,0.4768212308377704,0.7636057975865579
7/30/2025 20:20:00,Ferociously Fruity Pebbles,Jolly Green Gays,1,3,0.4609879908494333,0.5707651017495899
7/30/2025 20:20:00,Purple P***y Eaters,Dark Roast Doms,3,0,0.5045568795963744,0.42136969564372656
8/3/2025 15:30:00,Drill,Stud Finder,2,3,0.46333712061793053,0.45680219917627024
8/3/2025 15:30:00,Loose Screw,Tool Belt,3,2,0.4375044675560724,0.42686736400660685
8/3/2025 15:50:00,Drill,Tool Belt,1,4,0.4704374785845739,0.5447989029928247
8/3/2025 15:50:00,Stud Finder,Loose Screw,4,1,0.5544254458799196,0.6470246554021094
8/3/2025 16:10:00,Loose Screw,Drill,3,2,0.4983426027279063,0.46673564421422253
8/3/2025 16:10:00,Tool Belt,Stud Finder,5,1,0.4766542396431042,0.3804625305047092
8/6/2025 19:00:00,Jolly Green Gays,GayTorade,2,2,0.5079261899235586,0.3927909237736698
8/6/2025 19:00:00,The Bloody Marys,Captain Munch,1,2,0.483176536383352,0.5466471569874669
8/6/2025 19:20:00,Ferociously Fruity Pebbles,Cinnamint Toast Munch,1,3,0.4740098498788528,0.3343059039137091
8/6/2025 19:20:00,Purple P***y Eaters,Yolked & Choked,4,2,0.4784509543555212,0.3699419231910324
8/6/2025 19:40:00,Dark Roast Doms,Jolly Green Gays,2,3,0.4654433785289751,0.6265135379373157
8/6/2025 19:40:00,GayTorade,Green Eggs and Sam,1,3,0.5235695919171384,0.5742948837559644
8/6/2025 20:00:00,Captain Munch,Cinnamint Toast Munch,1,1,0.49551340947007727,0.5363765540943983
8/6/2025 20:00:00,The Bloody Marys,Purple P***y Eaters,1,3,0.5014142663693874,0.5523143474859862
8/6/2025 20:20:00,Green Eggs and Sam,Ferociously Fruity Pebbles,1,2,0.5076794294203807,0.5977553929125153
8/6/2025 20:20:00,Yolked & Choked,Dark Roast Doms,2,4,0.5294200711086094,0.5998372597405903
8/10/2025 15:30:00,Loose Screw,Stud Finder,3,2,0.46166319217236207,0.37880549124688806
8/10/2025 15:30:00,Tool Belt,Drill,3,2,0.5367870889146904,0.6149451169389588
8/10/2025 15:50:00,Drill,Loose Screw,3,1,0.4550475809300929,0.46639026407664863
8/10/2025 15:50:00,Stud Finder,Tool Belt,2,1,0.5027520501096368,0.4294556267951918
8/10/2025 16:10:00,Stud Finder,Drill,4,1,0.5594513044877452,0.5728108711760881
8/10/2025 16:10:00,Tool Belt,Loose Screw,2,1,0.5093561954802955,0.6361151095608347
8/10/2025 17:00:00,Better Late Than Never,Clit Bait Tourney,0,5,0.4726613121419727,0.3222610345300885
8/10/2025 17:00:00,Sizzorhood,Sticky Fingers,2,3,0.5063880079795846,0.6085736114445123
8/10/2025 17:25:00,Clit Bait Tourney,The Fantastic Flore,4,1,0.5115138813951103,0.689449246356417
8/10/2025 17:25:00,Sticky Fingers,Substantial Women,4,2,0.5134040638470195,0.49220638431017527
8/10/2025 17:50:00,Sizzorhood,Better Late Than Never,3,2,0.5045872143033117,0.6625934406022138
8/10/2025 17:50:00,Substantial Women,The Fantastic Flore,5,2,0.4996971058930562,0.5526564837930762
8/10/2025 18:15:00,Better Late Than Never,Sticky Fingers,4,1,0.4546062968694951,0.285513605182684
8/10/2025 18:15:00,Substantial Women,Clit Bait Tourney,5,2,0.4882555121143924,0.3375369692466358
8/10/2025 18:55:00,Better Late Than Never,Substantial Women,4,2,0.46926076366949027,0.34027639364116746
8/10/2025 18:55:00,The Fantastic Flore,Sizzorhood,2,3,0.49081235506256754,0.30697846719725086
8/10/2025 19:20:00,Sizzorhood,Clit Bait Tourney,5,1,0.517165869744437,0.4749617798490062
8/10/2025 19:20:00,Sticky Fingers,The Fantastic Flore,4,1,0.5277942035428026,0.6399932475455026
8/10/2025 19:45:00,Clit Bait Tourney,Sticky Fingers,4,2,0.49630679576188497,0.5122808490834311
8/10/2025 19:45:00,Substantial Women,Sizzorhood,2,5,0.47005593342214885,0.3836334081368087
8/10/2025 20:10:00,The Fantastic Flore,Better Late Than Never,5,1,0.5147622412973449,0.282167684894034
8/13/2025 19:00:00,Captain Munch,Ferociously Fruity Pebbles,4,1,0.5278080013045647,0.7215572057859294
8/13/2025 19:00:00,Jolly Green Gays,Purple P***y Eaters,3,1,0.5517735359291636,0.33367762412707386
8/13/2025 19:20:00,Cinnamint Toast Munch,GayTorade,4,0,0.4921539602586051,0.642746371583213
8/13/2025 19:20:00,Green Eggs and Sam,Dark Roast Doms,2,2,0.5168981369358178,0.3988831083015229
8/13/2025 19:40:00,Jolly Green Gays,The Bloody Marys,1,2,0.5390642728079958,0.38987407500437987
8/13/2025 19:40:00,Yolked & Choked,Captain Munch,1,3,0.49977737213446005,0.4148013185605122
8/13/2025 20:00:00,GayTorade,Ferociously Fruity Pebbles,2,2,0.5344178990133376,0.5432646963160674
8/13/2025 20:00:00,Green Eggs and Sam,Purple P***y Eaters,2,1,0.5101936020520007,0.41403058349559774
8/13/2025 20:20:00,Dark Roast Doms,Cinnamint Toast Munch,1,2,0.47157353935420077,0.4090484943949739
8/13/2025 20:20:00,Yolked & Choked,The Bloody Marys,1,4,0.5187486742408519,0.4342561236948722
8/17/2025 15:30:00,Drill,Stud Finder,2,2,0.4357324336372238,0.33211606035800906
8/17/2025 15:30:00,Loose Screw,Tool Belt,2,1,0.4912698060249793,0.3075551151014386
8/17/2025 15:50:00,Drill,Tool Belt,0,5,0.46477138230399123,0.3806186484668482
8/17/2025 15:50:00,Stud Finder,Loose Screw,3,1,0.49773167697113363,0.6560724061095786
8/17/2025 16:10:00,Loose Screw,Drill,0,3,0.5280153855392586,0.5112125976114934
8/17/2025 16:10:00,Tool Belt,Stud Finder,3,1,0.5093579577568768,0.4795023214174022
8/17/2025 17:00:00,Sticky Fingers,The Fantastic Flore,2,0,0.5252433912535042,0.5956198696224254
8/17/2025 17:00:00,Substantial Women,Better Late Than Never,2,0,0.5149160476360488,0.5936089603213587
8/17/2025 17:25:00,Sticky Fingers,Clit Bait Tourney,0,2,0.5034014031457588,0.4507548789391072
8/17/2025 17:25:00,Substantial Women,Sizzorhood,2,0,0.46815420164000676,0.38222553801123677
8/17/2025 17:50:00,Sticky Fingers,Better Late Than Never,2,0,0.5361554030838596,0.6545863081157268
8/17/2025 17:50:00,The Fantastic Flore,Sizzorhood,0,2,0.465116321851137,0.24352155681211932
8/17/2025 18:15:00,Sticky Fingers,Sizzorhood,2,0,0.4897336098811888,0.41453814994754334
8/17/2025 18:15:00,Substantial Women,Clit Bait Tourney,0,2,0.48145383598563013,0.5118955922279868
8/17/2025 18:40:00,Substantial Women,Sticky Fingers,2,0,0.477957814797804,0.4435630252960083
8/17/2025 19:05:00,Substantial Women,Clit Bait Tourney,0,2,0.48145383664717695,0.4109848874330648
8/20/2025 19:00:00,Captain Munch,GayTorade,2,2,0.5069900197196997,0.7317844713756294
8/20/2025 19:00:00,Yolked & Choked,Jolly Green Gays,2,3,0.47698443157132764,0.43203897466886027
8/20/2025 19:20:00,Cinnamint Toast Munch,The Bloody Marys,4,2,0.5189213484551807,0.47510272161962336
8/20/2025 19:20:00,Ferociously Fruity Pebbles,Purple P***y Eaters,2,2,0.5128315419860285,0.36110329101661787
8/20/2025 19:40:00,Dark Roast Doms,GayTorade,5,1,0.47152457859559643,0.5653933035935126
8/20/2025 19:40:00,Green Eggs and Sam,Yolked & Choked,3,1,0.49031456055685707,0.6085668028219725
8/20/2025 20:00:00,Jolly Green Gays,Captain Munch,3,1,0.5330906422557917,0.34881996958409406
8/20/2025 20:00:00,Purple P***y Eaters,Cinnamint Toast Munch,0,4,0.4735353954344626,0.32378894375356043
8/20/2025 20:20:00,Ferociously Fruity Pebbles,Dark Roast Doms,0,3,0.5112362581336733,0.32319279773247644
8/20/2025 20:20:00,The Bloody Marys,Green Eggs and Sam,1,1,0.5025828936114534,0.579595011012012
8/24/2025 15:30:00,Drill,Loose Screw,1,2,0.47557143960597026,0.5106373678412425
8/24/2025 15:30:00,Stud Finder,Tool Belt,2,2,0.4907490680931054,0.36740336996932255
8/24/2025 15:50:00,Stud Finder,Drill,4,1,0.5263620898828735,0.7091422370880447
8/24/2025 15:50:00,Tool Belt,Loose Screw,3,2,0.503117715841212,0.7662650074022332
8/24/2025 16:10:00,Loose Screw,Stud Finder,2,2,0.4916613652462686,0.2966875772936896
8/24/2025 16:10:00,Tool Belt,Drill,3,2,0.5414535310996539,0.8246951924194122
8/27/2025 19:00:00,Green Eggs and Sam,GayTorade,0,2,0.482817958368812,0.6369360068220875
8/27/2025 19:00:00,Yolked & Choked,Ferociously Fruity Pebbles,2,0,0.5083152125706412,0.5317669355216018
8/27/2025 19:20:00,Dark Roast Doms,Purple P***y Eaters,0,2,0.49707367933829466,0.6413209789134633
8/27/2025 19:20:00,Jolly Green Gays,The Bloody Marys,2,0,0.5498181006780197,0.44549359531834287
8/27/2025 19:40:00,Captain Munch,Yolked & Choked,0,2,0.5140476799648428,0.6584856678675781
8/27/2025 19:40:00,Cinnamint Toast Munch,GayTorade,2,0,0.5035630638739945,0.695888363455266
8/27/2025 20:00:00,Dark Roast Doms,Ferociously Fruity Pebbles,2,0,0.4903477513922025,0.6992665851753276
8/27/2025 20:00:00,Green Eggs and Sam,The Bloody Marys,2,0,0.49905133281100983,0.4157120075334512
8/27/2025 20:20:00,Cinnamint Toast Munch,Purple P***y Eaters,0,2,0.5278110322701034,0.70254968113235
8/27/2025 20:20:00,Yolked & Choked,Jolly Green Gays,2,0,0.45685646356437026,0.41013913495433785
8/27/2025 20:40:00,Green Eggs and Sam,Dark Roast Doms,2,0,0.5100345072461984,0.5012386255321442
8/27/2025 20:40:00,Purple P***y Eaters,Yolked & Choked,2,0,0.48521239334704536,0.5071200730443521
8/29/2025 12:03:00,Gridlock Nola,Empire Nola,1,3,0.4381251217675114,0.1604365813942468
9/7/2025 15:30:00,Stud Finder,Loose Screw,3,1,0.5033215183537461,0.7055822267294054
9/7/2025 15:30:00,Tool Belt,Drill,2,3,0.5574649422559298,0.758920020707156
9/7/2025 15:50:00,Loose Screw,Tool Belt,3,2,0.47947259046150775,0.2801061259286934
9/7/2025 15:50:00,Stud Finder,Drill,5,0,0.515398370681839,0.6929501666955915
9/7/2025 16:10:00,Loose Screw,Drill,2,0,0.5257895416196939,0.5322587641576344
9/7/2025 16:30:00,Stud Finder,Loose Screw,2,0,0.48884701401152597,0.7023827264615976
10/12/2025 15:30:00,Gengar,Charmander,5,1,0.5367991911549909,0.7660714923937166
10/12/2025 15:30:00,Lickitung,Articuno,2,3,0.4910533194618996,0.4440601150451661
10/12/2025 15:50:00,Cubone,Gengar,1,4,0.4773110657886554,0.26280372393494783
10/12/2025 16:10:00,Charmander,Articuno,2,4,0.47935688273878585,0.4116178390784893
10/12/2025 16:10:00,Lickitung,Cubone,3,3,0.46660687937994333,0.39656397960211365
10/19/2025 15:30:00,Charmander,Cubone,3,2,0.49520567606466737,0.391573542004512
10/19/2025 15:30:00,Gengar,Lickitung,3,2,0.5465363196288378,0.8465230991539907
10/19/2025 15:50:00,Cubone,Articuno,2,3,0.46967291244487064,0.3838278363723792
10/19/2025 16:10:00,Articuno,Gengar,1,4,0.48770156641975637,0.27434535564169726
10/19/2025 16:10:00,Lickitung,Charmander,3,3,0.4645604772271532,0.4654161873492846
10/26/2025 15:30:00,Articuno,Lickitung,3,3,0.5483081068339322,0.6591242766627329
10/26/2025 15:30:00,Gengar,Cubone,2,5,0.5701049388822872,0.8628375205898225
10/26/2025 15:50:00,Articuno,Charmander,3,4,0.5182909317366884,0.6196327205433082
10/26/2025 16:10:00,Charmander,Gengar,5,1,0.48643174906746267,0.2398253001709988
10/26/2025 16:10:00,Cubone,Lickitung,2,3,0.4756799482212566,0.6230275764548457
10/29/2025 19:00:00,Cunt Dracula,Count Von Cunt,1,2,0.4799994385703666,0.3072677830404596
10/29/2025 19:00:00,Howlsexuals,Dykeness Monsters,5,1,0.5010860276814688,0.35885729183488185
10/29/2025 19:20:00,And They Were Broomates,Hump Her Stiltskin,1,2,0.481713150579469,0.4202750898808122
10/29/2025 19:20:00,Peach Gobblers,Fearmint,3,3,0.45167758786190637,0.5691271674009342
10/29/2025 19:40:00,Count Von Cunt,Yeti Set Go,2,2,0.5203475847897847,0.7751265955002782
10/29/2025 19:40:00,Dykeness Monsters,Ghouls Gone Wild,1,6,0.4979885546684189,0.5700456238301883
10/29/2025 20:00:00,Fearmint,And They Were Broomates,2,1,0.5278722805633902,0.44497491635590664
10/29/2025 20:00:00,Howlsexuals,Cunt Dracula,4,1,0.5108272269485511,0.5134682235658498
10/29/2025 20:20:00,Ghouls Gone Wild,Hump Her Stiltskin,2,3,0.4950274641429754,0.3899496137091327
10/29/2025 20:20:00,Yeti Set Go,Peach Gobblers,3,2,0.5010640454105277,0.4307524867800641
11/2/2025 15:30:00,Charmander,Lickitung,5,1,0.5214092310599031,0.6257810010586506
11/2/2025 15:30:00,Gengar,Articuno,5,0,0.5487490531980409,0.6106485946981834
11/2/2025 15:50:00,Cubone,Charmander,2,5,0.43227691164136867,0.3627165162452868
11/2/2025 16:10:00,Cubone,Articuno,5,1,0.46967312973837333,0.47976098526999233
11/2/2025 16:10:00,Lickitung,Gengar,2,3,0.4649162222438577,0.23289835094912004
11/5/2025 19:00:00,Ghouls Gone Wild,And They Were Broomates,1,4,0.5065408330203188,0.4930740399146364
11/5/2025 19:00:00,Hump Her Stiltskin,Peach Gobblers,1,2,0.534149283233119,0.6371834290343598
11/5/2025 19:20:00,Dykeness Monsters,Yeti Set Go,2,3,0.4878385129962348,0.4897382910026076
11/5/2025 19:20:00,Howlsexuals,Fearmint,4,1,0.48403232963052,0.5793155885584877
11/5/2025 19:40:00,Count Von Cunt,Hump Her Stiltskin,0,4,0.48508481449287516,0.6473218251018688
11/5/2025 19:40:00,Cunt Dracula,Ghouls Gone Wild,1,4,0.5001218108447401,0.5382140080116485
11/5/2025 20:00:00,Peach Gobblers,And They Were Broomates,3,1,0.5018524073235509,0.4654615346608785
11/5/2025 20:00:00,Yeti Set Go,Howlsexuals,0,4,0.5250228877012484,0.3944833279219796
11/5/2025 20:20:00,Cunt Dracula,Dykeness Monsters,4,1,0.502889126292242,0.4871306496321021
11/5/2025 20:20:00,Fearmint,Count Von Cunt,3,1,0.5117969867189451,0.29906489454374613
11/8/2025 9:00:00,Clit Bait Charity,Wetness Protection Program,1,3,0.4892838805440227,0.3434973856966071
11/8/2025 9:00:00,Gridlock Charity,Itty Bitty Char(titty) Committee,2,1,0.5392036918773605,0.5893488593803264
11/8/2025 9:20:00,Mixed Bag,Service Tops,0,2,0.49612477356478546,0.41288162529453365
11/8/2025 9:20:00,Wetness Protection Program,Gridlock Charity,3,0,0.4901371540974534,0.8338169973096844
11/8/2025 9:40:00,Clit Bait Charity,Mixed Bag,3,0,0.5328564202566732,0.7494049176181146
11/8/2025 9:40:00,Service Tops,Itty Bitty Char(titty) Committee,3,0,0.4886500004717723,0.7169617603722023
11/8/2025 10:00:00,Itty Bitty Char(titty) Committee,Clit Bait Charity,2,2,0.48069861726251056,0.17869555085970149
11/8/2025 10:00:00,Mixed Bag,Wetness Protection Program,0,5,0.4557921714813198,0.09570326215349571
11/8/2025 10:20:00,Gridlock Charity,Service Tops,2,1,0.5499545444635111,0.357133790540701
11/8/2025 10:20:00,Wetness Protection Program,Itty Bitty Char(titty) Committee,2,0,0.5255685050721731,0.9146372626004714
11/8/2025 10:40:00,Clit Bait Charity,Service Tops,3,1,0.5242368865040485,0.6038440201175618
11/8/2025 10:40:00,Mixed Bag,Gridlock Charity,0,3,0.44581331319544776,0.32704340770841267
11/8/2025 11:00:00,Itty Bitty Char(titty) Committee,Mixed Bag,2,1,0.5205419158954658,0.534919833232435
11/8/2025 11:00:00,Service Tops,Wetness Protection Program,0,4,0.4585087159303416,0.15814274368221334
11/8/2025 11:20:00,Gridlock Charity,Clit Bait Charity,2,2,0.5276084529108608,0.34986184817698457
11/8/2025 11:50:00,Clit Bait Charity,Mixed Bag,2,0,0.5365201888940421,0.8583890998038166
11/8/2025 11:50:00,Service Tops,Itty Bitty Char(titty) Committee,1,2,0.48107359896014124,0.6337337483660368
11/8/2025 12:10:00,Gridlock Charity,Clit Bait Charity,0,2,0.5117754444834225,0.3456023235111994
11/8/2025 12:10:00,Wetness Protection Program,Itty Bitty Char(titty) Committee,2,0,0.5224698902225413,0.8918987635232328
11/8/2025 12:30:00,Wetness Protection Program,Clit Bait Charity,3,1,0.5083542364778735,0.6712870545468858
